,artist_name,track_name,track_id,popularity,year,genre,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1608,Washed Out,Belong,7cVF3ALqnDdjiCiIo3NKcn,29,2010,alternative,1722,0.019,0.508,175387,0.921,0.13,8,0.381,-2.664,0,0.274,89.051,4,0.638
134846,Ryan Trey,Nowhere To Run,72XxzjvIBR0TKljL0ETcGQ,63,2019,alternative,215348,0.0878,0.721,221358,0.645,0.00228,4,0.073,-5.577,0,0.158,183.372,4,0.718
54949,Violent Soho,Lowbrow,73HmwRzwOux7BwYJjxdYtY,23,2013,punk,91294,0.000702,0.565,210947,0.898,0.000172,11,0.103,-3.557,0,0.0337,133.025,4,0.457
108899,Harrison Storm,Meet Me There,3wvO2CCfCmUwAaO1eqZMaM,34,2017,folk,175037,0.609,0.241,211920,0.423,0,9,0.0774,-10.378,1,0.0298,95.091,3,0.0823
59263,Dale Watson,Carryin' on This Way,1znYuxcHqf65bq68xkdCx0,27,2014,country,98858,0.487,0.684,226867,0.625,0.000274,2,0.115,-7.588,1,0.0294,112.939,4,0.691
76164,Miley Cyrus,Tangerine (feat. Big Sean),6NhnZpaiFgnaPXOvYaNEFJ,32,2015,dance,125446,0.256,0.622,305827,0.386,3.15E-06,6,0.13,-10.472,0,0.0284,132.136,4,0.353
106038,Lorde,Sober II (Melodrama),54ucfuN596MU25jQD3KjCL,56,2017,dance,171532,0.166,0.524,178639,0.312,4.79E-06,8,0.073,-11.627,0,0.0444,112.948,4,0.101
40410,This Heat,A New Kind of Water - Edit,6Czpq4cmeuv3sc5K9281or,21,2012,punk,67447,0.000181,0.254,305387,0.931,0.352,0,0.222,-3.963,1,0.0524,91.203,4,0.205
157385,Skott,Kodak & Codeine,4zCAk7jynsiNG9gN7CMSDb,46,2020,indie,248801,0.00705,0.515,178534,0.58,0.000994,1,0.157,-7.959,1,0.0393,148.117,4,0.377
103042,AFI,Snow Cats,6HwJvwkooQjunshBL6hPK5,45,2017,alternative,168126,0.00337,0.228,200920,0.758,0.00053,4,0.226,-4.299,0,0.0438,87.346,4,0.425
100027,The Casualties,Chaos Sound,5kPN5KqoIkWyJPlPo3vT8o,28,2016,punk,162326,7.38E-06,0.392,153909,0.975,0.00161,9,0.475,-5.514,0,0.173,171.885,4,0.171
76740,The Paper Kites,A Silent Cause,70wU6KWSCaK1HR5cAj1T5G,38,2015,folk,126149,0.939,0.387,263827,0.218,0.0221,11,0.109,-15.858,1,0.0393,179.939,4,0.371
105704,Whitney Rose,Analog,7gznOSnMIlcZzT1RFb1sYv,28,2017,country,171128,0.756,0.723,204229,0.276,0,4,0.117,-11.712,1,0.0264,103.929,4,0.664
11038,Lamb of God,Walk with Me In Hell,5D21WeeATKfRDq58ut0TbV,14,2010,metal,15824,4.87E-05,0.276,311827,0.986,0.00445,0,0.14,-3.549,0,0.128,110.491,4,0.107
68067,Malodorous,Eyes of Abomination,4PZPvAEhMw6zCsGQlqsYpw,22,2014,metal,111704,0.000444,0.307,126000,0.822,0.194,9,0.121,-5.284,1,0.094,67.85,4,0.227
141273,Hiss Golden Messenger,My Wing,2pPlM4dz0iDJiVzJOXQKNO,35,2019,folk,222819,0.382,0.562,266278,0.739,0.0157,9,0.512,-8.532,1,0.0339,118.005,4,0.515
160905,Serious Black,Way Back Home,5Zw1JVytJc0SHXI622BX9B,20,2020,metal,253662,3.73E-05,0.36,251413,0.934,0.00437,6,0.415,-5.335,0,0.0768,179.997,4,0.491
162552,PMX,Scrape the Tray,2LvS2bWvRosaYhDI1Zyxtn,18,2020,punk,257160,9.47E-05,0.522,107936,0.989,0.247,6,0.364,-3.462,1,0.128,104.959,4,0.535
138503,Sia,Heaven Can Wait - The Aston Shuffle Remix,3C4fzUgIP3ahkhOBdP38GM,61,2019,dance,219445,0.000609,0.622,218373,0.859,0.746,5,0.0909,-7.626,1,0.0636,121.968,4,0.442
37307,The Rippingtons,Fool's Gold (feat. Russ Freeman),5GMZUVQbJHrBVIjKQDQfky,14,2012,jazz,61168,0.345,0.488,230213,0.705,0.767,8,0.123,-7.917,0,0.0372,161.973,4,0.475
5201,Adam Green,Cigarette Burns Forever,500uQGHiDtDzO4FVzv0bkX,27,2010,folk,6319,0.144,0.615,116173,0.686,0.00694,0,0.0921,-7.541,1,0.0317,120.77,4,0.652
13762,David Gray,Only the Wine,3q7vmOvgX1DZIILnGRmAHM,38,2010,rock,23406,0.703,0.523,172240,0.501,0.000203,2,0.185,-10.356,1,0.0261,138.394,4,0.732
163878,B.G.,To The Grave,1Qi7RDSex4EsGTVlJGgBoF,6,2020,rap,259378,0.0524,0.654,147931,0.567,4.22E-06,6,0.267,-11.308,0,0.48,166.888,4,0.201
79381,Purity Ring,stranger than earth,747GlgtWBXPKiqSGQsucIM,44,2015,indie,130149,0.0643,0.713,258557,0.545,0.00557,6,0.176,-6.645,1,0.0559,126.063,4,0.366
16018,Chase Rice,Beats A Million Bucks,4P24R20SwdKmLxGSJsxUlM,31,2011,country,26340,0.00905,0.386,255480,0.681,1.87E-06,7,0.0843,-8.667,1,0.0296,155.895,4,0.291
92901,Brandon Jenner,I Believe,5ZlGGlHXRIGUHIoE2PzdFW,29,2016,folk,151005,0.58,0.735,251658,0.428,0.000195,7,0.104,-9.031,1,0.0372,134.951,4,0.615
29804,Chase Rice,Dirt Road Communion,3eVyAm8JIJcSxpYaAgVJGI,38,2012,country,50108,0.0912,0.624,216373,0.909,0,0,0.0916,-3.849,0,0.0502,105.947,4,0.567
2567,Sugarland,Shine The Light,1vVaSvxKIEbRwg58UT67ns,24,2010,country,2782,0.848,0.404,303107,0.323,1.58E-06,0,0.236,-7.837,1,0.0326,122,4,0.326
55771,Dat Boi T,Foreign Doors & Cadillacs,24CaRO9OsdNMYpphNW0SSE,32,2013,rap,92963,0.000664,0.785,247980,0.73,0,7,0.0852,-5.972,0,0.0958,132.05,4,0.239
137955,Struggle Jennings,Angels,2lScpZxO9x8N6Vir4Ola52,31,2019,country,218802,0.124,0.577,206801,0.496,0,4,0.107,-5.613,0,0.0275,73.013,4,0.3
107218,Four Tet,10 Midi,4NI4vAv7Mu8zS7RbSnphCi,38,2017,dance,173040,0.981,0.537,85056,0.0743,0.826,6,0.0944,-24.607,1,0.0464,61.889,5,0.113
35500,Lianne La Havas,No Room for Doubt (feat. Willy Mason),3zN9FNSKRyCq17MNpQvDNd,36,2012,indie,58393,0.944,0.479,245000,0.107,0.000139,0,0.102,-15.893,0,0.0487,97.6,4,0.321
116001,Coldfront,Float Around,6WkGFmGivxsWzbD8bXsvna,29,2017,punk,186222,0.000907,0.54,187716,0.899,0,8,0.131,-4.641,1,0.0575,92.478,4,0.657
107946,Lucy Dacus,Night Shift,3ONaqCb780ATQB9j3vSoi2,41,2017,folk,173948,0.312,0.48,391829,0.31,1.47E-05,9,0.113,-7.887,1,0.0258,86.149,4,0.16
32112,Chris Brown,Wait For You,4bXTZ54QzzM8J6FPFwKv6w,34,2012,dance,53030,0.0135,0.663,218560,0.705,0,0,0.391,-6.282,0,0.041,112.006,4,0.531
142489,Powerman 5000,When Worlds Collide,1mVn6LE3NukwuP1uAixzgT,24,2019,grunge,224700,0.00125,0.56,177960,0.903,0,11,0.295,-4.77,1,0.0756,143.828,4,0.581
119420,Lemaitre,Rocket Girl (Feat. Betty Who),4wvj3LqF8EqGxoNc1FIbHr,49,2018,alternative,192372,0.0131,0.614,238840,0.864,0.000953,5,0.185,-4.195,0,0.0401,104.966,4,0.335
19822,Bronze Radio Return,Down There,1d6rwEAWQ4zx2ArgIBTVmc,27,2011,folk,31042,0.0114,0.561,220089,0.897,9.91E-06,7,0.0895,-3.811,1,0.0345,155.934,4,0.704
27997,In This Moment,Beautiful Tragedy,3eIDFlBvKsssIpKeTSKEO6,45,2012,alternative,48160,0.0303,0.411,240960,0.95,0,7,0.0423,-3.051,1,0.114,179.997,4,0.423
86874,Lorine Chia,Burn One,62W5CABv1xIp5exdrTDHLV,42,2016,alternative,143913,0.0864,0.739,278465,0.378,1.69E-06,1,0.101,-12.189,1,0.0492,100.038,4,0.0394
99503,blink-182,Brohemian Rhapsody,49gkxU2Vpse5FLfJ9sSJxf,39,2016,punk,161431,0.00114,0.407,30213,0.896,0.00479,0,0.129,-2.024,1,0.0936,104.342,5,0.329
154709,Geri Halliwell,Lift Me Up,0qv6IryqJJl4c6S532nz8f,0,2020,dance,244165,0.549,0.61,231267,0.84,0.000265,4,0.0867,-5.003,1,0.0262,107.026,4,0.61
11285,Drake,Light Up,0PWQqF5PvqRq0OPLSH0FKI,47,2010,pop,16424,0.0936,0.472,274147,0.908,0,8,0.15,-5.991,1,0.45,172.924,4,0.198
117126,YoungBoy Never Broke Again,GG,2DWdaFZYQyFFl4bFXC5DQi,53,2017,rap,187961,0.0524,0.832,124564,0.758,0,2,0.251,-5.2,1,0.246,154.027,4,0.667
13378,Trina,That's My Attitude,26u9JPzpP80N6GjqUJ9jsV,22,2010,rap,21592,0.0741,0.822,221253,0.84,0,11,0.258,-3.336,1,0.0621,150.066,4,0.88
35110,The Tea Party,Halcyon Days,4fWw8rm8LG4PcH9wJzF8GA,10,2012,grunge,57578,0.00507,0.223,440120,0.703,0.045,6,0.989,-12.892,1,0.0584,146.611,4,0.112
158395,Phoniks,Time Goes By,5IAegKo8OnXoBQIyDp1baT,14,2020,jazz,250496,0.316,0.908,154687,0.289,0.0316,10,0.175,-11.856,0,0.216,130.046,4,0.202
20394,Tinariwen,Imidiwan Win Sahara,0sVSrABMjtcFUr89tJcq5W,19,2011,folk,31795,0.708,0.731,223933,0.681,0.00658,1,0.11,-7.115,0,0.0391,94.638,4,0.815
119590,Wild Nothing,Partners in Motion,4y6RHngR3wkIt3cWc4JriP,46,2018,alternative,192557,0.0494,0.511,260693,0.849,0.00508,8,0.449,-5.98,0,0.0469,89.988,4,0.771
88467,High Valley,Dear Life,6V647zWTLg2LcfzPzFljZA,42,2016,country,145635,0.0179,0.554,195000,0.88,0,2,0.0862,-6.366,1,0.0425,127.026,4,0.448
159504,QueensrÃ¿che,Get Started,5983fG1Pn4PzLQrK7WxhAJ,1,2020,metal,251883,0.00483,0.551,212667,0.881,1.77E-06,2,0.54,-5.073,1,0.0498,130.233,4,0.406
110326,Louis The Child,Last To Leave (feat. Caroline Ailin),4v0134PgBTGsFJiGcV4eJk,60,2017,indie,177367,0.052,0.753,180148,0.602,0.000249,0,0.102,-6.326,1,0.149,94.056,4,0.555
94415,Christian Leave,Please Notice,36seMHoyXmLUNxcwzwjdF7,69,2016,indie,153231,0.843,0.55,116667,0.271,3.21E-06,2,0.107,-8.451,1,0.0297,111.344,4,0.198
21760,Dirty Art Club,Just A Memory,0jHtHzXJtAbLOMeftlsYTb,38,2011,indie,34519,0.00112,0.53,124885,0.884,0.00476,11,0.333,-5.437,0,0.249,95.819,4,0.227
38202,The Sword,Eyes Of The Stormwitch,3lxu3lC1zSsNywDcfhbhlx,27,2012,metal,62562,0.000336,0.519,190947,0.824,0.0654,10,0.188,-6.219,1,0.0297,107.335,4,0.406
7194,Stereoside,By Now,4ywz1Ms3RUt6q3wOZ3N5e4,10,2010,grunge,9443,0.000148,0.504,196507,0.947,0.00156,7,0.355,-4.945,1,0.0564,143.976,4,0.639
144411,Dibia$E,Movin Blocks,0F3P4fu8NuCoL7oM4LjlRw,32,2019,jazz,228018,0.154,0.448,200315,0.754,0.00892,7,0.763,-7.842,1,0.314,84.413,4,0.73
12720,Breathe Electric,Bad Girl (Feat. Stephen Jerzak),23Bkg10F93NJddbYnoxcjL,23,2010,punk,19827,0.0581,0.646,200500,0.795,0,8,0.0672,-5.95,1,0.0446,120.018,4,0.942
116257,Pornofilmy,Ð¡Ð¸ÑÑ‚ÐµÐ¼Ð°,2zPD2Uqc8PNbWviB8LaSMO,33,2017,punk,186546,0.00052,0.578,227875,0.972,4.05E-06,2,0.198,-3.709,0,0.113,96.041,4,0.286
99272,Hannah Kerr,Warrior,6pqwMLA0PCGqLdDahsonbH,47,2016,pop,160915,0.00144,0.451,223173,0.765,3.48E-06,6,0.105,-3.963,1,0.034,80.04,4,0.358
74570,Jason Boland & The Stragglers,"Fuck, Fight, And Rodeo",3A4PYqJLypRSZt63nD5EcB,22,2015,country,123442,0.0118,0.577,129693,0.853,0.00152,7,0.0844,-4.772,1,0.0329,127.62,4,0.96
92815,Seafret,Wildfire - Acoustic Sessions,00eQhZv2u4X3qNTKAPbyGU,35,2016,folk,150906,0.747,0.645,219067,0.513,0,6,0.123,-7.705,1,0.0319,132.036,4,0.327
132070,Lala Lala,I Get Cut,5xupmfaga3hndDJkyE6ZYd,31,2018,punk,210082,0.371,0.554,138539,0.607,0,10,0.344,-7.216,1,0.0433,137.95,4,0.425
41133,Gudda Gudda,Dedication 3,5sjKQ9PPT4ejwEPFLmzvQk,31,2012,rap,68964,0.133,0.398,413080,0.94,0,11,0.699,-5.218,0,0.474,77.066,4,0.352
28856,From Indian Lakes,Anything,4NBMaIRzUTUUKWivAJGZ9d,28,2012,alternative,49088,0.383,0.486,242596,0.792,0.000136,4,0.15,-7.276,0,0.0386,157.981,3,0.315
142720,Clairo,Alewife,3jgrNd3uPU1c2PFBKYsV9d,62,2019,indie,225347,0.932,0.433,213000,0.329,0.0474,3,0.1,-13.288,1,0.0343,102.971,4,0.264
77997,Muse,The Handler,6xq3Bd7MvZVa7pda9tC4MW,58,2015,grunge,127804,0.000143,0.47,273760,0.925,0.0417,2,0.449,-4.181,1,0.047,130.009,4,0.279
53888,Donny Osmond,"I'll Make a Man Out of You - From ""Mulan""/Soundtrack",3yQrGLCIYOcYopGthnfG3A,51,2013,pop,88568,0.158,0.678,199493,0.425,3.38E-05,7,0.0954,-13.476,1,0.0317,113.855,4,0.536
79476,Thunderbitch,Leather Jacket,1Ngmwr134PMuIAToxIjoRb,38,2015,indie,130323,0.00178,0.355,199987,0.768,0.00646,6,0.0939,-8.124,1,0.0542,128.962,4,0.385
111578,BADBADNOTGOOD,To You,0bmwICSaQp0JA4Qoh0h1b7,38,2017,jazz,179509,0.942,0.794,145788,0.299,0.906,9,0.181,-16.231,0,0.0483,120.985,4,0.345
129379,Fazer,Asante,7Hcq5PPlZ5erPKhG71UX7c,24,2018,jazz,205197,0.0454,0.647,444897,0.444,0.897,5,0.0884,-13.654,0,0.1,105.857,3,0.792
68000,Brother Firetribe,For Better Or For Worse,7nBa2PmCsPlQ0eQmhLCMdY,39,2014,metal,111600,0.00298,0.538,249933,0.932,0,7,0.31,-4.8,0,0.0474,129.936,4,0.349
71211,Mike Zito,Little Red Corvette,3Z2pZiZlFch1WwjS9WjX5M,36,2014,rock,119684,0.518,0.36,322266,0.481,0.000153,0,0.708,-6.384,1,0.0317,202.275,4,0.564
139713,POLIÃ‡A,Driving,61laoDrMtmyp6vwAGxQwgW,40,2019,dance,220962,0.329,0.685,211267,0.436,0.174,9,0.105,-11.808,0,0.0527,104.97,4,0.328
141904,Collective Soul,Observation of Thoughts,0NWJxGtQRTguSQUoA2Sx1Q,29,2019,grunge,223791,0.00218,0.613,243893,0.729,2.39E-05,9,0.0896,-3.987,1,0.031,103.979,4,0.179
153477,Bill Fay,Countless Branches,79KJq6Jd5oD1GECv7Iq2OB,29,2020,country,242251,0.941,0.367,140320,0.12,0.0284,8,0.174,-15.238,0,0.0399,135.302,3,0.369
42965,TesseracT,Of Energy - Singularity,2Wh5HvoC2dfqsjTts9cKtK,36,2013,alternative,73087,0.00227,0.292,500600,0.902,0.0214,9,0.441,-7.231,0,0.11,145.042,3,0.239
19460,Real Estate,Younger Than Yesterday,2WcvzcP9mCDilRhGqz0LUZ,31,2011,folk,30565,0.0199,0.546,248520,0.671,0.63,0,0.316,-7.004,1,0.0288,116.986,4,0.377
45471,Justin Timberlake,Mirrors,4rHZZAmHpZrA3iH5zx8frV,76,2013,dance,75948,0.234,0.574,484147,0.512,0,5,0.0946,-6.664,0,0.0503,76.899,4,0.512
29886,Josh Turner,Deeper Than My Love,0StlD9CrKwIS41byzRWAao,35,2012,country,50205,0.104,0.491,196373,0.829,0.076,7,0.0899,-6.218,1,0.0419,163.921,4,0.725
85599,Wale,The Intro About Nothing,5rCxTId9PqjSRJoJl3vfQt,37,2015,rap,140745,0.392,0.49,260392,0.61,0,9,0.286,-8.194,1,0.558,91.317,4,0.835
24007,Dirty Honkers,Ginger Bread Man,3vlJmsWZcUsNarbsnWPicw,22,2011,jazz,37641,0.032,0.668,232333,0.918,0.239,6,0.0848,-5.84,0,0.0946,122.97,4,0.571
162302,Juliet Jonesin Sydan,Hienolta,21t4FaYseMezqRlotBBouD,19,2020,punk,256863,0.104,0.46,191246,0.873,0.000469,2,0.372,-10.495,1,0.0325,167.978,4,0.935
118932,Kllo,Candid,1B3x1uT4WMuFD84IxcOiki,52,2018,alternative,191840,0.344,0.746,243511,0.75,0.0468,11,0.0771,-7.276,0,0.0365,144.027,4,0.453
67790,Unearth,The Swarm,69RZXKK8Xkq6dJq9KKUWWu,19,2014,metal,111266,2.03E-05,0.262,204536,0.993,0.0321,1,0.105,-3.116,0,0.184,114.044,4,0.0793
157932,Aretha Franklin,You're All I Need to Get By,6woHtNtOBusoed0YNIJQbN,0,2020,jazz,249763,0.754,0.514,215440,0.474,0,9,0.247,-10.625,1,0.0347,89.453,4,0.424
131905,We Were Sharks,Never Looked Better,1j5ekdnaFOw9ZC2otQd3MU,40,2018,punk,209843,0.000166,0.337,169428,0.977,0,1,0.0992,-3.18,1,0.1,197.993,4,0.646
72241,Tremonti,Another Heart,2u2waKxhvcfUmmlRWUf0Dn,38,2015,alternative,120839,0.000101,0.329,236570,0.963,0.123,1,0.163,-4.628,0,0.112,94.693,4,0.309
164256,The Spinners,Put The Romance Back,2OLzlcmjGmhaEt9gchcRce,0,2020,rock,260790,0.0561,0.325,243500,0.614,0,9,0.245,-6.892,0,0.0446,199.218,3,0.454
147869,Neck Deep,Beautiful Madness,1PdOZIvU7dtcFchtZkHDSH,50,2019,punk,233267,0.000162,0.528,189244,0.957,0.00825,8,0.352,-3.259,1,0.0737,95.018,4,0.653
56179,Geto Boys,Hand of Dead Body,4OWxPeZsVmOsVl5wQI1N5x,29,2013,rap,93682,0.336,0.737,256907,0.665,0,4,0.838,-7.898,0,0.247,83.253,4,0.871
52028,Bob Baldwin,Seabreeze,2cHcH1SHrzTm5ijnLNWZ40,15,2013,jazz,85277,0.0219,0.598,350720,0.691,0.925,10,0.358,-10.452,0,0.0336,103.024,4,0.543
1438,Die Antwoord,In Your Face,7KUareyRcXdq0KG5XSNPax,32,2010,alternative,1537,0.0474,0.543,268987,0.735,0,1,0.335,-5.051,1,0.231,97.037,4,0.313
15947,Josh Turner,Would You Go With Me,22xPAgVXgSTN1Nlv8ZbIx4,34,2011,country,26251,0.136,0.6,228640,0.837,0.00116,6,0.108,-6.422,1,0.029,122.915,4,0.74
161670,Overcoats,Fire & Fury,24KWPOD5dHhOfyAfgZTJMr,53,2020,pop,255538,0.00763,0.616,225360,0.724,3.29E-05,9,0.235,-5.756,1,0.0731,125.944,4,0.178
114272,Cannibal Corpse,In the Midst of Ruin,6W0GWhnMW0BodV4IPj6WcV,25,2017,metal,183067,1.23E-05,0.376,205960,0.984,0.882,2,0.173,-4.916,1,0.152,104.074,3,0.112
80380,Louis Armstrong,A Kiss to Build a Dream on,3tbbVIIDSAfKqDAOFxfrng,29,2015,jazz,131795,0.782,0.724,181373,0.0996,0,0,0.413,-12.559,1,0.0623,88.066,4,0.394
113128,letherette,Feel All,3hlAIXbvNshUBhLtXkwwW5,22,2017,jazz,181148,0.547,0.766,131200,0.243,0.206,0,0.113,-8.917,1,0.185,95.996,4,0.753
157234,Transviolet,Born to Rule - Modern Future Remix,3LzOhyYzMdC10NAosWOnn4,37,2020,indie,248515,0.0636,0.653,175057,0.625,0.000484,6,0.104,-6.572,1,0.0695,88.025,4,0.332
119027,JJ Heller,Better,41A82PidFKhGX5hm1WoaDs,51,2018,alternative,191941,0.969,0.662,215906,0.187,0.000273,2,0.0922,-9.003,1,0.0268,104.988,4,0.233
93359,Candlebox,The Bridge,5YC5cvtevMHZ3zp9ekZMrt,25,2016,grunge,151814,6.20E-05,0.351,308271,0.933,1.43E-05,10,0.109,-3.642,0,0.103,149.886,4,0.338
118731,Brent Faiyaz,Target On My Chest,2GUJWmiDlSwey0GrLCX1gK,51,2018,alternative,191620,0.0147,0.576,188274,0.457,0.00251,0,0.0935,-9.392,1,0.124,82.975,4,0.0445
148710,Angel Du$t,Light Blue,2LacDXZhi06efyqtI0R5gD,29,2019,punk,234447,0.208,0.67,137787,0.808,0.292,1,0.143,-4.844,1,0.0281,136.007,4,0.552
44620,Boz Scaggs,Look What You've Done to Me,0gyccyQc3BMKHNVvLrpyhN,30,2013,country,75000,0.654,0.487,318227,0.306,0.045,11,0.106,-15.71,0,0.0343,127.766,4,0.0938
17659,Hot Chelle Rae,Downtown Girl,0tGkExOwqbXyl9rp3gO89b,48,2011,dance,28151,0.00998,0.676,176587,0.731,0,7,0.251,-5.603,1,0.0362,118.023,4,0.776
42904,Blood Orange,Clipped On,3YCoVXFnaF5cct0hOxFeQO,37,2013,alternative,73023,0.0732,0.813,190907,0.733,0,4,0.16,-6.174,0,0.248,95.026,4,0.0798
114658,Ed Sheeran,Save Myself,6TIU9Ehmi6dMzZK73Ym4yj,68,2017,pop,183728,0.85,0.552,247107,0.29,0,10,0.227,-5.617,1,0.0448,78.842,4,0.481
94613,Toby Fox,Spider Dance,2Ho2ouWtrDkZUs6OnSkZri,54,2016,indie,153621,0.0419,0.644,106435,0.826,0.967,1,0.103,-9.572,1,0.0545,114.935,4,0.995
95278,Banes World,The Better Life,66tTIPNNYe2h8FJHT3PVaA,40,2016,indie,154844,0.311,0.636,114426,0.494,0.0115,7,0.209,-11.742,1,0.0331,79.944,4,0.935
143671,Walt Weiskopf,Soultrane,6zGdwLL45Du0d9WXLtfTUD,51,2019,jazz,227225,0.866,0.547,321584,0.104,0.433,3,0.117,-15.56,1,0.0472,118.104,4,0.259
836,Interpol,Success,11UK2krGqZXnr0khXrK7b6,37,2010,alternative,876,2.96E-06,0.506,206613,0.866,0.0638,7,0.328,-6.379,1,0.0427,120.057,4,0.438
138523,Alessia Cara,I'm Like A Bird - Recorded at Spotify Studios NYC,2JtSnwYNKOphDrshYL8n4p,67,2019,dance,219465,0.238,0.524,219960,0.639,0,10,0.0598,-7.18,1,0.103,87.998,4,0.582
121128,Maren Morris,Rich - Radio Edit,2e77Qk0jbaELhNUNsYainX,34,2018,country,194264,0.0522,0.478,207575,0.877,0,5,0.285,-2.962,1,0.0999,74.956,4,0.849
98111,Wolves At The Gate,War in the Time of Peace,0FCDmdIBEHcYlqKyXEtT4j,23,2016,metal,158730,0.000272,0.386,255453,0.949,0,11,0.0673,-3.44,0,0.111,159.979,4,0.234
117861,Juicy J,Flood Watch,1oJy4Imge6M4SoJlHwMWP7,44,2017,rap,189051,0.433,0.942,225467,0.784,0,10,0.0949,-4.68,1,0.105,119.871,4,0.521
129982,Veonity,Outcasts of Eden,13jL6UCgs0S7quI0K4EzE0,31,2018,metal,206450,0.000174,0.553,271840,0.971,1.62E-05,1,0.179,-3.755,0,0.0515,115.045,4,0.626
68223,Rick Ross,The Devil Is A Lie,1FfxSgLHUkNCCLdZ7wrCTY,59,2014,pop,112130,0.00169,0.68,310667,0.83,0,5,0.382,-3.922,0,0.0897,102.91,4,0.638
109038,Simon & Garfunkel,The Sound Of Silence,65K5THoS7b1WkiNzCmMNpG,25,2017,folk,175193,0.121,0.421,184878,0.494,1.54E-06,6,0.306,-9.68,1,0.0276,107.396,4,0.45
133447,Ice Cube,Ain't Got No Haters (feat. Too Short),3C2BKKKa7xrz2uWqIN1Mnh,62,2018,rap,212038,0.0543,0.776,206053,0.925,0.000427,11,0.189,-2.134,0,0.0792,95.951,4,0.715
37957,Smokey Joe & The Kid,The Arrival,3SWQJvRO6YW5D3p3pF77iz,21,2012,jazz,61855,0.167,0.759,217899,0.818,0,11,0.242,-4.431,0,0.29,95.223,4,0.75
64795,McCafferty,Becky,1uFuNLPlEsonEV6rGa0bec,36,2014,indie,106844,0.798,0.64,62878,0.293,0.00166,4,0.0845,-17.687,0,0.0538,145.749,4,0.638
114412,Billie Eilish,bellyache,51NFxnQvaosfDDutk0tams,80,2017,pop,183250,0.46,0.695,179172,0.573,0.0734,4,0.482,-8.597,0,0.106,99.939,4,0.408
16333,Jawga Boyz,Far From Over,0lrHhsxxKOOdRTZQxICEfJ,22,2011,country,26711,0.119,0.677,307642,0.812,0,7,0.14,-4.436,1,0.0284,89.998,4,0.73
77839,The Decemberists,The Harrowed And The Haunted,3fUv4ibC2LuDdge2GlxtWi,23,2015,folk,127560,0.113,0.568,247440,0.788,0.000188,9,0.11,-6.216,0,0.0331,108.745,4,0.297
101938,The Movement,Smoke,2j5L0FERhrTSNHP42C7gtU,41,2016,rock,166249,0.487,0.652,311627,0.608,0.0022,7,0.379,-10.887,1,0.168,134.023,4,0.76
61776,French For Rabbits,Goat,2YEa3nFylD0cX3RZ48IJol,44,2014,folk,102177,0.787,0.423,228533,0.189,0.272,1,0.135,-12.126,1,0.0351,116.412,3,0.0915
49574,Seether,Tonight - Commentary,4knsf6W0pDoQsWQduFKeXr,8,2013,grunge,81598,0.0655,0.569,111862,0.609,0,4,0.139,-8.691,1,0.173,125.966,1,0.466
87140,Young the Giant,Elsewhere,0xTQhR3AEyLAd6Wp5yMNtU,41,2016,alternative,144200,0.126,0.506,224413,0.674,0,5,0.113,-6.661,0,0.0868,115.9,4,0.189
115163,Quality Control,Bosses Don't Speak,1C8yDcVIhBObN58cSS8oX9,59,2017,pop,184650,0.0457,0.823,241506,0.487,0,2,0.107,-8.361,1,0.404,154.915,4,0.146
15331,Matt Maher,Rise Up,1kPaFSO06twhbBu4JlScfs,29,2011,alternative,25555,0.00167,0.415,203240,0.88,0.00225,11,0.115,-4.981,1,0.098,174.109,4,0.426
38901,Rihanna,Stay,1dEy9Pl81QopSxNsPxXQxv,67,2012,pop,63988,0.945,0.621,240707,0.31,6.12E-05,9,0.117,-10.164,0,0.0283,111.893,4,0.125
71753,Hiatus Kaiyote,Shaolin Monk Motherfunk,7wlcweEsneQgizqNOrUqJE,46,2015,alternative,120304,0.134,0.415,350533,0.463,0.00255,6,0.101,-9.86,0,0.0823,96.1,4,0.573
35106,The Tea Party,Sun Going Down,1miGtfz9F68dmaiwCkbq4M,10,2012,grunge,57568,0.00866,0.41,673000,0.716,0.000339,7,0.694,-11.594,0,0.058,138.873,4,0.448
58719,First Aid Kit,Stay Gold,1mqRT3LFIm4EEgfehauyOS,49,2014,country,98209,0.262,0.514,251000,0.74,4.70E-06,0,0.126,-4.377,1,0.0398,95.959,4,0.377
52253,The Electric Swing Circus,Mellifluous,4nbjW9o5zv1tg8iMsgt3qB,21,2013,jazz,85512,0.0988,0.5,189050,0.698,0.000143,2,0.264,-7.268,1,0.0558,115.767,4,0.561
37461,All That Jazz,é›†çµã®åœ’ã¸,3sCXG6Y9lOGGZBJKJWzHcL,20,2012,jazz,61332,0.431,0.701,303493,0.658,0.000694,10,0.361,-5.519,0,0.0268,124.06,4,0.294
81404,Vincent Ingala,When I'm With You,18D6rAWWKAJ4fmehRs36ZO,16,2015,jazz,132904,0.0775,0.681,230955,0.769,0.795,5,0.0688,-6.923,0,0.0278,95.012,4,0.745
67350,Exmortus,Moonlight Sonata (Act 3),0wOLLDbBUMH7l8k1lBhcQN,32,2014,metal,110571,6.98E-05,0.349,329891,0.986,0.746,7,0.0519,-0.925,0,0.169,165.096,4,0.175
